true_label,predicted_label
annoyed,angry
guilty,afraid
confident,prepared
prepared,prepared
jealous,excited
joyful,hopeful
nostalgic,content
trusting,trusting
anxious,trusting
disgusted,disgusted
content,content
apprehensive,jealous
annoyed,sad
impressed,confident
proud,terrified
annoyed,proud
disgusted,annoyed
ashamed,guilty
disappointed,disappointed
disappointed,angry
angry,jealous
nostalgic,nostalgic
sad,sentimental
nostalgic,nostalgic
grateful,grateful
disgusted,terrified
content,content
apprehensive,annoyed
confident,anxious
annoyed,annoyed
afraid,surprised
anticipating,excited
apprehensive,lonely
caring,sentimental
guilty,lonely
impressed,impressed
faithful,caring
trusting,surprised
grateful,grateful
angry,furious
sad,guilty
impressed,sentimental
prepared,anticipating
excited,disappointed
embarrassed,embarrassed
devastated,terrified
nostalgic,nostalgic
devastated,caring
terrified,apprehensive
proud,proud
anticipating,excited
sad,sad
anticipating,excited
ashamed,devastated
surprised,sentimental
disappointed,disappointed
impressed,impressed
anxious,anxious
anxious,anticipating
sentimental,sentimental
prepared,prepared
devastated,devastated
trusting,apprehensive
lonely,sad
guilty,apprehensive
ashamed,guilty
sentimental,disappointed
terrified,devastated
impressed,proud
sad,sentimental
lonely,disgusted
guilty,guilty
confident,anxious
prepared,prepared
surprised,jealous
confident,confident
furious,angry
surprised,impressed
lonely,surprised
lonely,lonely
anxious,anxious
sad,devastated
caring,caring
sentimental,sentimental
hopeful,ashamed
proud,apprehensive
afraid,terrified
disgusted,angry
hopeful,excited
sad,trusting
angry,angry
content,excited
sad,disappointed
caring,caring
hopeful,hopeful
anxious,afraid
terrified,furious
guilty,apprehensive
furious,annoyed
content,surprised
caring,caring
hopeful,hopeful
disgusted,annoyed
angry,disappointed
grateful,grateful
surprised,caring
jealous,jealous
disgusted,disgusted
disappointed,confident
sad,sad
content,faithful
caring,surprised
hopeful,hopeful
caring,caring
devastated,devastated
surprised,caring
afraid,afraid
ashamed,guilty
devastated,impressed
sad,terrified
disgusted,furious
content,faithful
angry,trusting
terrified,devastated
faithful,apprehensive
jealous,impressed
joyful,joyful
sad,sad
content,content
apprehensive,anxious
ashamed,proud
anticipating,lonely
guilty,guilty
prepared,prepared
disgusted,jealous
confident,devastated
anxious,surprised
content,excited
surprised,impressed
furious,angry
disgusted,disgusted
terrified,terrified
prepared,prepared
annoyed,anxious
apprehensive,prepared
annoyed,angry
hopeful,anticipating
terrified,terrified
sad,sad
excited,confident
devastated,sad
hopeful,confident
anticipating,excited
embarrassed,embarrassed
apprehensive,hopeful
lonely,lonely
devastated,sad
anxious,surprised
impressed,impressed
confident,content
sad,hopeful
furious,annoyed
faithful,hopeful
joyful,joyful
hopeful,confident
jealous,surprised
devastated,devastated
ashamed,ashamed
furious,surprised
disappointed,ashamed
jealous,anticipating
annoyed,annoyed
disgusted,disgusted
furious,sad
jealous,hopeful
embarrassed,ashamed
annoyed,annoyed
guilty,nostalgic
confident,confident
ashamed,sad
ashamed,angry
trusting,jealous
lonely,lonely
joyful,grateful
excited,angry
content,content
sad,disappointed
jealous,anxious
ashamed,guilty
hopeful,ashamed
confident,surprised
disgusted,disgusted
sentimental,nostalgic
annoyed,annoyed
grateful,grateful
excited,anticipating
annoyed,angry
prepared,confident
ashamed,devastated
content,lonely
devastated,prepared
afraid,terrified
surprised,grateful
devastated,sad
anxious,hopeful
annoyed,angry
devastated,lonely
confident,proud
embarrassed,embarrassed
embarrassed,furious
lonely,lonely
anticipating,trusting
anxious,anxious
trusting,impressed
disappointed,terrified
apprehensive,anxious
sad,angry
proud,proud
prepared,prepared
impressed,afraid
afraid,terrified
anticipating,anticipating
lonely,sad
lonely,hopeful
confident,confident
apprehensive,anxious
excited,anticipating
confident,confident
caring,ashamed
hopeful,grateful
apprehensive,trusting
excited,apprehensive
surprised,prepared
embarrassed,embarrassed
disappointed,disgusted
apprehensive,anxious
furious,furious
trusting,proud
nostalgic,nostalgic
impressed,proud
surprised,excited
proud,proud
annoyed,annoyed
anxious,disgusted
angry,proud
disgusted,angry
lonely,lonely
impressed,impressed
jealous,jealous
annoyed,annoyed
embarrassed,guilty
angry,content
afraid,annoyed
afraid,apprehensive
hopeful,hopeful
ashamed,sentimental
prepared,devastated
excited,anticipating
prepared,prepared
angry,angry
sad,content
angry,angry
joyful,joyful
anticipating,excited
joyful,hopeful
excited,hopeful
surprised,proud
furious,guilty
terrified,terrified
impressed,impressed
disgusted,embarrassed
jealous,excited
proud,proud
proud,annoyed
confident,confident
disappointed,anxious
ashamed,proud
jealous,guilty
content,lonely
devastated,embarrassed
nostalgic,anticipating
furious,angry
sentimental,nostalgic
sad,sad
anticipating,excited
excited,excited
guilty,anxious
jealous,devastated
disgusted,annoyed
surprised,disgusted
proud,disgusted
sad,sad
sad,devastated
jealous,sentimental
confident,confident
disappointed,sad
hopeful,joyful
impressed,proud
anxious,anxious
surprised,surprised
annoyed,angry
joyful,content
faithful,ashamed
surprised,confident
apprehensive,impressed
trusting,ashamed
prepared,excited
disgusted,disappointed
prepared,excited
annoyed,annoyed
grateful,caring
ashamed,prepared
nostalgic,grateful
prepared,content
devastated,prepared
excited,jealous
embarrassed,embarrassed
surprised,surprised
content,content
jealous,proud
devastated,devastated
sad,sad
devastated,angry
anticipating,annoyed
excited,impressed
furious,furious
disappointed,disappointed
surprised,surprised
apprehensive,prepared
sentimental,nostalgic
annoyed,annoyed
faithful,impressed
grateful,grateful
anticipating,anxious
annoyed,annoyed
surprised,disappointed
anticipating,excited
confident,content
ashamed,guilty
faithful,angry
surprised,surprised
content,grateful
trusting,caring
disappointed,proud
apprehensive,afraid
disappointed,disappointed
apprehensive,prepared
jealous,grateful
proud,hopeful
furious,angry
furious,disappointed
grateful,grateful
grateful,excited
proud,proud
disappointed,disappointed
impressed,proud
trusting,caring
anticipating,confident
devastated,lonely
terrified,terrified
anxious,prepared
trusting,grateful
afraid,terrified
grateful,terrified
anticipating,anticipating
anticipating,confident
anxious,anxious
sad,sad
content,content
excited,surprised
terrified,terrified
guilty,guilty
excited,excited
impressed,embarrassed
impressed,annoyed
furious,annoyed
trusting,terrified
caring,caring
anxious,anxious
anxious,devastated
afraid,afraid
ashamed,guilty
apprehensive,afraid
sentimental,joyful
anticipating,content
joyful,terrified
impressed,disgusted
apprehensive,sad
proud,proud
guilty,ashamed
sad,caring
surprised,faithful
hopeful,hopeful
annoyed,angry
grateful,content
disgusted,disgusted
proud,proud
guilty,jealous
annoyed,angry
nostalgic,sentimental
trusting,trusting
hopeful,nostalgic
disgusted,disgusted
anticipating,lonely
terrified,terrified
grateful,joyful
anxious,anxious
furious,annoyed
disgusted,caring
anticipating,surprised
sad,lonely
anxious,apprehensive
proud,joyful
sad,sad
jealous,impressed
faithful,faithful
embarrassed,ashamed
grateful,jealous
excited,excited
afraid,sad
surprised,grateful
hopeful,excited
anticipating,proud
sentimental,surprised
grateful,grateful
hopeful,hopeful
surprised,content
trusting,lonely
terrified,guilty
angry,impressed
anxious,apprehensive
joyful,excited
content,proud
disgusted,disgusted
joyful,prepared
afraid,afraid
terrified,terrified
lonely,angry
confident,surprised
jealous,jealous
devastated,devastated
proud,proud
afraid,terrified
guilty,guilty
faithful,devastated
devastated,hopeful
confident,hopeful
faithful,faithful
sentimental,sad
trusting,caring
furious,hopeful
sad,devastated
joyful,content
annoyed,furious
angry,angry
apprehensive,anxious
prepared,confident
annoyed,sad
apprehensive,apprehensive
disappointed,surprised
sentimental,sentimental
hopeful,sentimental
furious,angry
terrified,anxious
grateful,grateful
apprehensive,apprehensive
disgusted,angry
lonely,lonely
prepared,confident
annoyed,disgusted
trusting,proud
ashamed,annoyed
content,content
lonely,lonely
terrified,sentimental
disgusted,disgusted
surprised,confident
excited,excited
devastated,content
anticipating,anxious
surprised,sentimental
jealous,jealous
impressed,impressed
angry,angry
nostalgic,disappointed
prepared,apprehensive
terrified,terrified
grateful,caring
impressed,surprised
disappointed,disappointed
annoyed,annoyed
terrified,afraid
terrified,trusting
nostalgic,embarrassed
content,prepared
lonely,lonely
lonely,lonely
furious,ashamed
guilty,sad
devastated,sad
nostalgic,guilty
anticipating,excited
embarrassed,anxious
anxious,anxious
angry,embarrassed
proud,proud
confident,surprised
trusting,apprehensive
joyful,surprised
ashamed,guilty
trusting,trusting
lonely,lonely
anticipating,disappointed
afraid,terrified
impressed,proud
angry,jealous
jealous,jealous
proud,proud
anticipating,confident
impressed,content
joyful,content
afraid,disappointed
grateful,grateful
proud,proud
excited,anticipating
hopeful,content
furious,annoyed
impressed,proud
proud,proud
hopeful,guilty
caring,caring
faithful,caring
apprehensive,devastated
angry,annoyed
afraid,terrified
anxious,confident
annoyed,caring
excited,joyful
caring,caring
disgusted,annoyed
angry,angry
anxious,apprehensive
anticipating,prepared
jealous,content
sentimental,confident
anxious,anticipating
trusting,afraid
devastated,devastated
sad,terrified
annoyed,annoyed
grateful,grateful
lonely,lonely
excited,excited
devastated,caring
hopeful,confident
surprised,content
furious,apprehensive
jealous,annoyed
surprised,furious
devastated,trusting
anxious,confident
ashamed,angry
confident,anxious
afraid,anticipating
sentimental,content
lonely,lonely
sentimental,caring
terrified,terrified
jealous,jealous
proud,proud
anticipating,anticipating
surprised,surprised
angry,grateful
joyful,jealous
disappointed,embarrassed
terrified,terrified
disappointed,confident
ashamed,guilty
joyful,joyful
caring,caring
anxious,anxious
apprehensive,apprehensive
surprised,excited
trusting,caring
angry,terrified
prepared,prepared
disgusted,disgusted
furious,terrified
ashamed,trusting
annoyed,anxious
sentimental,trusting
furious,jealous
anticipating,excited
devastated,caring
prepared,prepared
surprised,surprised
jealous,annoyed
anticipating,anticipating
devastated,devastated
grateful,grateful
lonely,lonely
confident,confident
sentimental,nostalgic
afraid,guilty
faithful,faithful
proud,proud
surprised,surprised
content,content
terrified,terrified
disgusted,jealous
apprehensive,grateful
impressed,impressed
joyful,sentimental
surprised,embarrassed
ashamed,guilty
content,content
prepared,content
furious,angry
impressed,impressed
joyful,excited
impressed,surprised
furious,embarrassed
jealous,hopeful
sad,guilty
disgusted,sad
disappointed,furious
disappointed,disappointed
jealous,jealous
excited,sentimental
joyful,nostalgic
annoyed,devastated
embarrassed,embarrassed
prepared,excited
disappointed,annoyed
impressed,impressed
afraid,terrified
hopeful,devastated
grateful,terrified
caring,surprised
prepared,prepared
grateful,caring
excited,angry
devastated,devastated
terrified,anxious
afraid,terrified
afraid,terrified
content,content
guilty,guilty
excited,prepared
prepared,prepared
impressed,prepared
confident,anticipating
proud,proud
content,impressed
jealous,jealous
nostalgic,joyful
afraid,apprehensive
devastated,embarrassed
lonely,lonely
nostalgic,nostalgic
caring,proud
excited,prepared
grateful,embarrassed
guilty,jealous
angry,terrified
sad,sad
embarrassed,embarrassed
content,content
grateful,grateful
devastated,angry
nostalgic,content
devastated,devastated
annoyed,guilty
jealous,impressed
disappointed,terrified
surprised,caring
terrified,prepared
furious,furious
furious,jealous
afraid,apprehensive
ashamed,embarrassed
anticipating,excited
surprised,joyful
grateful,caring
caring,caring
joyful,proud
nostalgic,sad
annoyed,proud
surprised,excited
anxious,terrified
ashamed,embarrassed
caring,sad
disgusted,disgusted
disgusted,terrified
proud,grateful
terrified,devastated
prepared,angry
anticipating,anticipating
annoyed,guilty
anticipating,jealous
sentimental,sentimental
excited,excited
joyful,impressed
surprised,terrified
grateful,surprised
surprised,faithful
faithful,lonely
excited,surprised
anticipating,excited
